"Age","Workclass","Education","Occupation","Relationship","Race","Capital-gain","Capital-loss","Hours-per-week","Country","Outcome","Predicted outcome"
43,"Private","College","Prof-specialty","Not-in-family","Black",0,0,60,"United-States","<=50K","<=50K"
21,"Private","HS-grad","Exec-managerial","Husband","Black",0,0,25,"United-States","<=50K","<=50K"
66,"Self-emp","Bachelors","Sales","Husband","White",99999,0,38,"United-States",">50K",">50K"
17,"Gov","HS-grad","Other-service","Husband","White",0,0,28,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Transport-moving","Husband","White",0,0,39,"China","<=50K","<=50K"
40,"Self-emp","College","Adm-clerical","Husband","White",0,0,35,"Mexico","<=50K","<=50K"
63,"Private","HS-grad","Prof-specialty","Husband","White",0,0,29,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Craft-repair","Husband","White",0,0,14,"Iran","<=50K","<=50K"
37,"Private","College","Exec-managerial","Husband","White",0,0,47,"United-States","<=50K","<=50K"
59,"Private","College","Adm-clerical","Not-in-family","Black",0,0,37,"Philippines","<=50K","<=50K"
24,"Self-emp","College","Sales","Wife","White",0,0,48,"United-States","<=50K","<=50K"
37,"Gov","Bachelors","Machine-op-inspct","Husband","White",0,0,31,"United-States",">50K",">50K"
17,"Private","College","Adm-clerical","Not-in-family","Black",0,0,36,"United-States","<=50K","<=50K"
25,"Private","HS-grad","Sales","Own-child","White",0,0,26,"United-States","<=50K","<=50K"
55,"Private","College","Sales","Wife","Other",0,0,44,"United-States",">50K","<=50K"
45,"Gov","HS-grad","Exec-managerial","Husband","White",0,0,52,"United-States","<=50K","<=50K"
42,"Gov","No-school","Other-service","Husband","White",0,0,44,"United-States",">50K","<=50K"
26,"Private","Bachelors","Other-service","Husband","White",0,0,34,"United-States",">50K","<=50K"
22,"Private","College","Transport-moving","Husband","White",0,0,37,"Iran","<=50K","<=50K"
40,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,40,"United-States","<=50K","<=50K"
41,"Gov","HS-grad","Exec-managerial","Unmarried","White",0,0,22,"Vietnam","<=50K","<=50K"
33,"Private","College","Adm-clerical","Not-in-family","White",0,0,47,"United-States","<=50K","<=50K"
32,"Private","College","Prof-specialty","Husband","White",7298,0,45,"United-States",">50K","<=50K"
32,"Private","HS-grad","Exec-managerial","Own-child","White",0,0,33,"United-States","<=50K","<=50K"
56,"Gov","HS-grad","Sales","Wife","White",0,0,36,"Canada","<=50K","<=50K"
48,"Self-emp","Bachelors","Exec-managerial","Husband","White",0,0,44,"United-States",">50K",">50K"
24,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,47,"United-States","<=50K",">50K"
34,"Private","Prof-school","Adm-clerical","Own-child","White",0,0,45,"United-States",">50K","<=50K"
36,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,35,"United-States","<=50K","<=50K"
46,"Private","HS-grad","Prof-specialty","Own-child","Amer-Indian-Eskimo",0,0,25,"United-States","<=50K","<=50K"
49,"Private","No-school","Machine-op-inspct","Own-child","White",0,0,49,"United-States","<=50K","<=50K"
45,"Private","HS-grad","Adm-clerical","Husband","White",0,0,45,"United-States","<=50K","<=50K"
40,"Private","College","Prof-specialty","Not-in-family","White",0,0,32,"United-States","<=50K","<=50K"
32,"Private","No-school","Adm-clerical","Own-child","Black",15024,0,16,"United-States","<=50K","<=50K"
17,"Private","College","Machine-op-inspct","Not-in-family","White",0,0,43,"United-States","<=50K","<=50K"
21,"Private","College","Other-service","Husband","White",4386,0,40,"United-States",">50K","<=50K"
41,"Private","No-school","Adm-clerical","Wife","Amer-Indian-Eskimo",0,0,35,"United-States","<=50K","<=50K"
38,"Private","Masters","Machine-op-inspct","Husband","White",0,0,41,"United-States",">50K",">50K"
60,"Private","College","Prof-specialty","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
47,"Private","College","Farming-fishing","Husband","White",0,0,47,"United-States",">50K","<=50K"
41,"Gov","HS-grad","Adm-clerical","Wife","White",0,0,55,"United-States","<=50K","<=50K"
36,"Private","College","Machine-op-inspct","Wife","White",0,0,72,"India","<=50K","<=50K"
26,"Self-emp","College","Adm-clerical","Not-in-family","White",0,0,57,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Sales","Not-in-family","White",0,0,48,"United-States","<=50K","<=50K"
27,"Private","Masters","Prof-specialty","Husband","White",0,0,25,"Mexico",">50K",">50K"
17,"Private","College","Machine-op-inspct","Not-in-family","White",0,0,30,"United-States","<=50K","<=50K"
51,"Private","No-school","Adm-clerical","Husband","White",0,1740,17,"United-States","<=50K","<=50K"
26,"Private","No-school","Sales","Husband","White",0,0,23,"Poland","<=50K","<=50K"
28,"Private","HS-grad","Exec-managerial","Own-child","White",0,0,31,"United-States","<=50K","<=50K"
26,"Gov","Bachelors","Sales","Own-child","Black",0,0,59,"Mexico",">50K",">50K"
33,"Private","HS-grad","Machine-op-inspct","Husband","White",0,1902,48,"United-States","<=50K","<=50K"
17,"Private","HS-grad","Exec-managerial","Husband","Asian-Pac-Islander",0,0,58,"United-States","<=50K","<=50K"
40,"Private","Masters","Prof-specialty","Husband","White",0,0,47,"United-States",">50K",">50K"
28,"Self-emp","HS-grad","Prof-specialty","Other-relative","White",4386,0,44,"United-States","<=50K","<=50K"
44,"Self-emp","Bachelors","Sales","Own-child","White",0,0,33,"United-States",">50K","<=50K"
23,"Self-emp","Masters","Handlers-cleaners","Own-child","White",0,0,36,"United-States",">50K",">50K"
25,"Private","HS-grad","Sales","Husband","Other",0,0,53,"United-States","<=50K","<=50K"
29,"Private","HS-grad","Exec-managerial","Unmarried","Asian-Pac-Islander",0,1902,37,"United-States",">50K","<=50K"
17,"Private","Bachelors","Other-service","Own-child","White",0,0,49,"United-States","<=50K","<=50K"
55,"Gov","No-school","Other-service","Husband","Black",0,0,50,"United-States",">50K","<=50K"
31,"Private","Masters","Other-service","Not-in-family","White",0,0,40,"United-States",">50K",">50K"
37,"Private","HS-grad","Priv-house-serv","Husband","White",0,0,12,"United-States","<=50K","<=50K"
66,"Private","No-school","Adm-clerical","Unmarried","White",0,0,33,"United-States","<=50K","<=50K"
43,"Private","College","Transport-moving","Husband","White",0,0,60,"Poland",">50K","<=50K"
26,"Private","HS-grad","Prof-specialty","Husband","Asian-Pac-Islander",0,1573,50,"United-States",">50K","<=50K"
47,"Private","HS-grad","Craft-repair","Unmarried","White",0,0,37,"China","<=50K","<=50K"
47,"Gov","Masters","Prof-specialty","Wife","White",0,0,33,"United-States",">50K",">50K"
41,"Self-emp","HS-grad","Prof-specialty","Not-in-family","White",0,0,40,"United-States","<=50K","<=50K"
50,"Gov","College","Other-service","Not-in-family","Black",0,0,39,"United-States","<=50K","<=50K"
32,"Private","College","Adm-clerical","Husband","White",0,0,26,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Tech-support","Not-in-family","White",0,0,51,"China","<=50K","<=50K"
23,"Private","Bachelors","Machine-op-inspct","Own-child","White",0,0,38,"Vietnam",">50K","<=50K"
33,"Private","HS-grad","Prof-specialty","Own-child","White",0,0,40,"Mexico","<=50K","<=50K"
25,"Private","College","Adm-clerical","Unmarried","White",0,1740,38,"United-States","<=50K","<=50K"
55,"Private","Bachelors","Transport-moving","Unmarried","White",0,0,38,"United-States",">50K","<=50K"
19,"Private","HS-grad","Machine-op-inspct","Other-relative","White",0,0,29,"United-States","<=50K","<=50K"
39,"Private","College","Craft-repair","Husband","White",0,0,55,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Exec-managerial","Husband","Asian-Pac-Islander",0,0,38,"United-States",">50K","<=50K"
32,"Private","HS-grad","Exec-managerial","Other-relative","White",2174,0,38,"United-States","<=50K","<=50K"
48,"Self-emp","Masters","Handlers-cleaners","Not-in-family","White",0,0,27,"United-States","<=50K",">50K"
36,"Private","College","Adm-clerical","Own-child","White",0,2415,43,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Adm-clerical","Husband","White",0,0,52,"United-States","<=50K","<=50K"
66,"Private","HS-grad","Adm-clerical","Own-child","White",0,0,25,"United-States","<=50K","<=50K"
17,"Private","Bachelors","Armed-Forces","Not-in-family","White",0,0,38,"Germany","<=50K","<=50K"
26,"Self-emp","Bachelors","Adm-clerical","Husband","Black",0,0,29,"United-States","<=50K","<=50K"
53,"Gov","No-school","Craft-repair","Not-in-family","White",0,0,23,"United-States","<=50K","<=50K"
42,"Self-emp","HS-grad","Craft-repair","Husband","White",0,0,43,"United-States","<=50K","<=50K"
21,"Self-emp","HS-grad","Sales","Husband","White",0,0,43,"United-States","<=50K","<=50K"
36,"Private","HS-grad","Craft-repair","Wife","White",0,0,57,"United-States","<=50K","<=50K"
48,"Private","HS-grad","Craft-repair","Unmarried","White",15024,0,54,"United-States",">50K","<=50K"
40,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,41,"United-States","<=50K","<=50K"
47,"Self-emp","College","Sales","Unmarried","White",0,0,59,"United-States","<=50K","<=50K"
42,"Private","College","Exec-managerial","Husband","White",0,0,42,"United-States","<=50K","<=50K"
20,"Private","HS-grad","Other-service","Husband","White",0,0,31,"United-States","<=50K","<=50K"
30,"Private","No-school","Machine-op-inspct","Unmarried","White",0,0,65,"United-States","<=50K","<=50K"
24,"Private","College","Other-service","Other-relative","White",0,0,55,"United-States","<=50K","<=50K"
46,"Private","Bachelors","Adm-clerical","Own-child","White",0,0,39,"Mexico","<=50K","<=50K"
42,"Private","HS-grad","Farming-fishing","Unmarried","White",0,0,46,"United-States","<=50K","<=50K"
35,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,45,"United-States",">50K","<=50K"
50,"Private","No-school","Craft-repair","Other-relative","White",0,0,45,"United-States","<=50K","<=50K"
25,"Private","HS-grad","Other-service","Other-relative","White",5178,0,49,"United-States",">50K","<=50K"
35,"Private","College","Sales","Wife","White",0,0,53,"United-States","<=50K","<=50K"
21,"Private","HS-grad","Farming-fishing","Wife","White",0,0,43,"France","<=50K","<=50K"
17,"Private","Doctorate","Other-service","Wife","White",0,0,24,"United-States",">50K","<=50K"
29,"Private","Prof-school","Craft-repair","Husband","White",0,1848,36,"United-States",">50K","<=50K"
39,"Gov","Bachelors","Exec-managerial","Husband","White",99999,0,41,"United-States",">50K",">50K"
17,"Private","College","Exec-managerial","Husband","White",0,0,43,"Vietnam","<=50K","<=50K"
32,"Private","HS-grad","Sales","Not-in-family","White",0,0,31,"United-States","<=50K","<=50K"
21,"Private","HS-grad","Exec-managerial","Husband","White",0,0,48,"Cuba","<=50K","<=50K"
42,"Gov","College","Other-service","Own-child","White",0,0,22,"United-States","<=50K","<=50K"
34,"Private","No-school","Adm-clerical","Husband","Amer-Indian-Eskimo",0,0,39,"United-States","<=50K","<=50K"
34,"Gov","College","Other-service","Husband","Black",0,0,38,"United-States","<=50K","<=50K"
23,"Gov","No-school","Other-service","Not-in-family","White",0,0,31,"United-States","<=50K","<=50K"
40,"Self-emp","Bachelors","Sales","Own-child","White",0,0,35,"United-States","<=50K","<=50K"
36,"Private","College","Machine-op-inspct","Own-child","White",0,0,41,"United-States","<=50K","<=50K"
17,"Private","HS-grad","Adm-clerical","Wife","White",0,0,34,"United-States","<=50K","<=50K"
67,"Private","HS-grad","Exec-managerial","Wife","White",0,0,36,"United-States",">50K","<=50K"
27,"Private","HS-grad","Other-service","Husband","White",4386,0,33,"United-States","<=50K","<=50K"
41,"Private","College","Handlers-cleaners","Unmarried","Asian-Pac-Islander",0,0,39,"England","<=50K","<=50K"
44,"Private","No-school","Adm-clerical","Own-child","White",3103,0,38,"United-States","<=50K","<=50K"
23,"Self-emp","HS-grad","Other-service","Own-child","White",0,0,49,"France","<=50K","<=50K"
44,"Private","No-school","Sales","Own-child","Black",0,0,51,"United-States","<=50K","<=50K"
40,"Self-emp","HS-grad","Sales","Husband","Amer-Indian-Eskimo",7688,0,42,"United-States","<=50K","<=50K"
38,"Private","No-school","Sales","Wife","White",0,0,19,"United-States","<=50K","<=50K"
22,"Gov","HS-grad","Exec-managerial","Not-in-family","White",0,0,49,"United-States","<=50K","<=50K"
41,"Private","College","Exec-managerial","Husband","White",0,0,31,"United-States","<=50K","<=50K"
36,"Private","College","Exec-managerial","Not-in-family","White",0,0,17,"United-States","<=50K","<=50K"
40,"Private","No-school","Prof-specialty","Other-relative","Other",0,0,55,"United-States","<=50K","<=50K"
32,"Self-emp","HS-grad","Craft-repair","Not-in-family","White",0,0,28,"United-States","<=50K","<=50K"
20,"Self-emp","College","Farming-fishing","Unmarried","White",0,0,28,"United-States","<=50K","<=50K"
49,"Private","Bachelors","Craft-repair","Husband","White",0,0,28,"United-States",">50K","<=50K"
47,"Private","College","Craft-repair","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
63,"Private","Masters","Prof-specialty","Not-in-family","Black",0,0,24,"United-States",">50K",">50K"
39,"Self-emp","HS-grad","Adm-clerical","Husband","White",0,0,34,"United-States","<=50K","<=50K"
43,"Private","HS-grad","Other-service","Other-relative","White",0,0,16,"United-States","<=50K","<=50K"
38,"Private","HS-grad","Machine-op-inspct","Unmarried","White",0,0,24,"United-States","<=50K","<=50K"
34,"Private","HS-grad","Craft-repair","Husband","White",0,0,50,"United-States","<=50K","<=50K"
37,"Self-emp","No-school","Machine-op-inspct","Husband","White",7688,0,34,"United-States","<=50K","<=50K"
36,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,51,"United-States",">50K",">50K"
23,"Private","College","Other-service","Husband","Black",0,0,31,"United-States","<=50K","<=50K"
51,"Gov","No-school","Other-service","Own-child","White",0,0,34,"United-States","<=50K","<=50K"
51,"Private","Bachelors","Craft-repair","Unmarried","White",0,0,46,"United-States","<=50K","<=50K"
21,"Private","Bachelors","Other-service","Husband","Amer-Indian-Eskimo",0,0,41,"United-States","<=50K","<=50K"
28,"Gov","College","Tech-support","Husband","White",0,0,16,"United-States","<=50K","<=50K"
46,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,47,"United-States","<=50K","<=50K"
57,"Self-emp","HS-grad","Other-service","Husband","White",0,0,47,"United-States","<=50K","<=50K"
42,"Private","College","Exec-managerial","Own-child","White",0,0,52,"United-States",">50K","<=50K"
39,"Private","HS-grad","Transport-moving","Own-child","White",0,0,51,"United-States",">50K","<=50K"
22,"Gov","HS-grad","Exec-managerial","Own-child","White",0,0,39,"United-States","<=50K","<=50K"
36,"Gov","HS-grad","Craft-repair","Own-child","Black",0,0,44,"United-States","<=50K","<=50K"
41,"Private","College","Other-service","Husband","White",5178,0,39,"Poland","<=50K","<=50K"
42,"Private","HS-grad","Transport-moving","Wife","Black",0,0,21,"United-States","<=50K","<=50K"
17,"Private","College","Handlers-cleaners","Wife","White",0,0,35,"United-States","<=50K","<=50K"
29,"Private","HS-grad","Adm-clerical","Not-in-family","Black",0,0,45,"United-States","<=50K","<=50K"
35,"Self-emp","Masters","Craft-repair","Husband","Black",0,0,29,"United-States",">50K","<=50K"
44,"Private","Bachelors","Other-service","Other-relative","Black",99999,0,36,"United-States",">50K","<=50K"
37,"Self-emp","HS-grad","Craft-repair","Not-in-family","White",0,0,51,"United-States","<=50K","<=50K"
71,"Self-emp","HS-grad","Craft-repair","Unmarried","White",0,0,20,"United-States","<=50K","<=50K"
52,"Private","Bachelors","Machine-op-inspct","Own-child","White",0,0,62,"United-States",">50K",">50K"
45,"Private","Masters","Adm-clerical","Own-child","White",0,0,49,"United-States","<=50K",">50K"
46,"Private","No-school","Exec-managerial","Own-child","White",0,0,48,"United-States","<=50K","<=50K"
41,"Private","Prof-school","Exec-managerial","Husband","White",0,0,31,"United-States",">50K",">50K"
58,"Private","HS-grad","Sales","Not-in-family","White",0,0,41,"United-States",">50K","<=50K"
45,"Private","Bachelors","Craft-repair","Husband","Asian-Pac-Islander",0,0,37,"United-States",">50K","<=50K"
